idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
132852,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2005,30,Female,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,40,23000.0,28000.0,61.0
132858,90.0,8.0,Not eligible to vote,,2010,50,Male,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,40.0,47,37000.0,50000.0,54.0
132973,180.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1995,55,Male,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,37.0,37,60000.0,,76.0
133013,600.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2010,60,Female,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,45,25000.0,,56.0
133026,550.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2010,60,Male,1989,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,42,335000.0,38000.0,45.0
133068,90.0,5.0,Yes,Socialdemokratiet - The Social democrats,1979,65,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,31500.0,,42.0
133120,60.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2002,65,Female,1985,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,35.0,35,27000.0,,51.0
133270,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,Never too young,Male,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,10.0,10,,,69.0
133280,60.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,60,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,42,,,51.0
133286,,8.0,Yes,Socialdemokratiet - The Social democrats,1958,50,Female,1941,Folkeskole 9.-10. klasse,9.0,12.0,12,,,98.0
133322,180.0,7.0,Yes,Liberal Alliance - Liberal Alliance,1991,50,Male,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,60,70000.0,,49.0
133427,90.0,10.0,Not eligible to vote,,1988,65,Male,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",25.0,40.0,40,30000.0,,52.0
133428,150.0,10.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1992,60,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",26.0,30.0,30,29000.0,35000.0,68.0
133529,180.0,10.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2006,50,Female,1985,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,37.0,42,35000.0,,62.0
133546,300.0,7.0,Yes,Socialdemokratiet - The Social democrats,2005,58,Male,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,40,46500.0,50000.0,48.0
133589,420.0,4.0,No,,2012,65,Male,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16.0,37.0,55,31000.0,,51.0
133640,180.0,4.0,Yes,Socialdemokratiet - The Social democrats,1992,60,Female,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,12.0,12,,,50.0
133669,90.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1969,65,Male,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,33.0,33,29000.0,33000.0,60.0
133675,600.0,8.0,Yes,Other,2005,30,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,40,38000.0,,47.0
133699,30.0,8.0,Yes,Socialdemokratiet - The Social democrats,1957,59,Female,1941,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,40.0,40,,,50.0
133835,60.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,60,Female,1953,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13.0,30.0,30,,,44.0
133842,122.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1967,60,Male,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,37.0,50,,,57.0
133917,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1966,60,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13.0,14.0,11,,,58.0
133970,120.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1975,60,Male,1956,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,37,70000.0,,51.0
134109,90.0,9.0,Yes,Socialdemokratiet - The Social democrats,1994,Never too young,Female,1976,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,32.0,34,25000.0,27000.0,70.0
134129,150.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1964,Never too young,Female,1944,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16.0,32.0,32,,,85.0
134144,,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1987,Never too young,Female,1958,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12.0,35.0,35,,,40.0
134222,540.0,3.0,Yes,Dansk Folkeparti - Danish People's Party,2003,55,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18.0,37.0,42,34000.0,,59.0
134236,120.0,10.0,Yes,Socialdemokratiet - The Social democrats,1977,58,Female,1958,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,37.0,37,,,64.0
134311,300.0,7.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2015,40,Male,1994,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,26500.0,,65.0
134319,480.0,9.0,Yes,,1999,35,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",22.0,42.0,50,39000.0,40000.0,55.0
134333,240.0,9.0,Not eligible to vote,,"Still in parental home, never left 2 months",50,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,37.0,37,25000.0,,59.0
134358,,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1947,,Female,1933,Folkeskole 6.-8. klasse,8.0,25.0,25,,,37.0
134382,90.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1957,65,Female,1936,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,30.0,34,,,61.0
134584,120.0,6.0,Yes,Socialdemokratiet - The Social democrats,2011,,Female,1987,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,36.0,36,26000.0,32000.0,53.0
134743,600.0,6.0,Yes,Det Konservative Folkeparti - Conservative People's Party,2006,55,Female,1986,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,30.0,30,34000.0,30000.0,49.0
134747,,7.0,Yes,Dansk Folkeparti - Danish People's Party,1955,Never too young,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",2.0,40.0,40,,,57.0
134893,120.0,9.0,Yes,Liberal Alliance - Liberal Alliance,1997,60,Male,1976,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",29.0,50.0,50,,,70.0
135018,150.0,6.0,No,,2006,60,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,42,34000.0,,75.0
135022,90.0,6.0,Yes,Dansk Folkeparti - Danish People's Party,2012,60,Male,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,40000.0,,65.0
135153,30.0,10.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1988,55,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,37.0,40,27500.0,,54.0
135200,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1976,55,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,,,,,59.0
135221,915.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1967,60,Female,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,50,,,78.0
135225,60.0,6.0,Yes,Socialdemokratiet - The Social democrats,2001,Never too young,Female,1983,Folkeskole 9.-10. klasse,10.0,20.0,20,22000.0,27000.0,42.0
135226,,4.0,Yes,Other,1974,55,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,37,28000.0,30000.0,39.0
135405,,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1964,55,Female,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,32.0,34,,,76.0
135466,,8.0,Yes,Socialdemokratiet - The Social democrats,1977,60,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3.0,37.0,39,30000.0,,67.0
135470,60.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1989,65,Female,1969,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,30.0,30,20000.0,23000.0,64.0
135553,120.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1976,60,Male,1957,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",5.0,37.0,37,36000.0,,70.0
135589,243.0,9.0,Yes,Socialdemokratiet - The Social democrats,2016,64,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14.0,8.0,8,,,46.0
135596,435.0,7.0,Yes,,2010,60,Female,1994,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,8.0,16,,,51.0
135687,,7.0,Yes,Socialdemokratiet - The Social democrats,1970,55,Male,1946,Folkeskole 6.-8. klasse,0.0,37.0,37,,,67.0
135762,150.0,4.0,Not eligible to vote,,"Still in parental home, never left 2 months",30,Male,2003,Folkeskole 6.-8. klasse,9.0,18.0,18,,,56.0
135810,240.0,10.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1994,62,Female,1975,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",22.0,37.0,37,44000.0,,74.0
135858,240.0,5.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1999,58,Female,1981,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,,42,42200.0,,58.0
135877,120.0,8.0,Yes,Socialdemokratiet - The Social democrats,1967,Never too young,Female,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,42.0,42,,,60.0
135905,840.0,6.0,Yes,,1999,65,Male,1981,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,37.0,55,62000.0,,50.0
135914,120.0,7.0,Not eligible to vote,,"Still in parental home, never left 2 months",60,Male,2000,Folkeskole 9.-10. klasse,11.0,0.0,24,2300.0,,96.0
135935,120.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2002,55,Female,1984,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,34.0,34,27000.0,,65.0
135974,300.0,1.0,No,,1973,,Male,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,14.0,14,,,75.0
136011,420.0,6.0,No,,2012,60,Female,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,38,25000.0,28500.0,48.0
136043,150.0,8.0,Yes,,1985,,Male,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,38,36000.0,43000.0,75.0
136078,210.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1994,60,Female,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,50.0,50,35000.0,,50.0
136172,480.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1988,60,Male,1967,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,37.0,45,78000.0,,41.0
136186,61.0,10.0,Yes,,1957,,Male,1938,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,50.0,50,,,56.0
136193,150.0,10.0,Yes,Socialdemokratiet - The Social democrats,1963,50,Female,1945,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15.0,37.0,37,,,70.0
136301,180.0,10.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1975,Never too young,Female,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21.0,35.0,35,36000.0,,83.0
136400,120.0,8.0,Yes,Socialdemokratiet - The Social democrats,1990,,Male,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,42,47500.0,55000.0,49.0
136429,,5.0,No,,1979,65,Female,1959,Folkeskole 9.-10. klasse,10.0,10.0,10,18000.0,,55.0
136438,30.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,1971,Never too young,Male,1955,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3.0,37.0,45,41500.0,,59.0
136447,122.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1969,59,Female,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,37,,,66.0
136455,210.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2003,60,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12.0,37.0,40,40000.0,,65.0
136496,,5.0,No,,1974,25,Female,1967,Folkeskole 6.-8. klasse,7.0,37.0,37,,,60.0
136537,300.0,7.0,Not eligible to vote,,"Still in parental home, never left 2 months",65,Female,2001,Folkeskole 9.-10. klasse,9.0,,5,,,48.0
136559,90.0,7.0,Yes,Socialdemokratiet - The Social democrats,1980,60,Male,1961,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3.0,37.0,37,24500.0,,79.0
136562,180.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,2006,55,Male,1985,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,37,55000.0,,52.0
136690,60.0,8.0,Yes,,1974,,Female,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13.0,60.0,60,,,55.0
136700,600.0,10.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1988,50,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,37.0,37,45000.0,,67.0
136756,240.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1994,Never too young,Male,1973,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3.0,37.0,40,30000.0,,58.0
136806,902.0,8.0,Yes,Socialdemokratiet - The Social democrats,1976,20,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",35.0,37.0,40,40000.0,,103.0
136837,300.0,10.0,Yes,Kristendemokraterne - Christian Democrats,1993,65,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,42,34000.0,37000.0,62.0
136941,120.0,8.0,Yes,Socialdemokratiet - The Social democrats,1992,60,Male,1971,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,37.0,37,26000.0,,56.0
136942,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1981,50,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,37,39000.0,,56.0
137033,120.0,6.0,Yes,Dansk Folkeparti - Danish People's Party,1997,Never too young,Male,1978,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14.0,37.0,37,27000.0,,57.0
137141,120.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1984,64,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,34.0,36,37000.0,42000.0,49.0
137220,360.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,2012,,Male,1993,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,37.0,37,24400.0,,66.0
137226,30.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1963,62,Female,1946,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13.0,37.0,38,,,80.0
137237,20.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1997,50,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,23000.0,,67.0
137434,120.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1962,50,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,40,,,45.0
137455,180.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1974,65,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,10.0,10,,,58.0
137482,120.0,10.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1966,50,Male,1946,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",28.0,37.0,37,,,47.0
137500,120.0,4.0,No,,"Still in parental home, never left 2 months",55,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,20.0,37,11500.0,,48.0
137618,180.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2006,60,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,,,58.0
137712,180.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,60,Male,1983,Universitetsbachelor. 1. del af kandidatuddannelse,17.0,50.0,50,55000.0,60000.0,59.0
137715,65.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,60,Female,1948,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3.0,37.0,37,,,123.0
137723,240.0,6.0,Not eligible to vote,,"Still in parental home, never left 2 months",64,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,25.0,25,10000.0,12000.0,64.0
137738,,2.0,Yes,Socialdemokratiet - The Social democrats,1963,62,Female,1943,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",11.0,37.0,42,,,51.0
137864,180.0,7.0,No,,2012,65,Female,1988,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17.0,37.0,39,15000.0,23000.0,50.0
137906,60.0,5.0,Yes,Socialdemokratiet - The Social democrats,2011,45,Female,1991,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,32.0,36,25000.0,30000.0,61.0
138097,540.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1981,Never too young,Male,1957,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",18.0,37.0,45,49000.0,53000.0,84.0
138187,360.0,8.0,No,,1996,45,Male,1984,Universitetsbachelor. 1. del af kandidatuddannelse,16.0,10.0,11,,,70.0
138204,240.0,9.0,Yes,Socialdemokratiet - The Social democrats,1984,60,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,40,42000.0,,62.0
138400,120.0,4.0,Yes,Socialdemokratiet - The Social democrats,1969,60,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,38.0,40,,,72.0
138500,120.0,7.0,Yes,Det Konservative Folkeparti - Conservative People's Party,2002,50,Female,1982,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17.0,35.0,35,27000.0,31000.0,56.0
138508,90.0,9.0,Yes,Dansk Folkeparti - Danish People's Party,1982,65,Female,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,37,,,57.0
138600,390.0,7.0,Yes,Socialdemokratiet - The Social democrats,1982,,Male,1964,Folkeskole 9.-10. klasse,10.0,37.0,39,42000.0,,39.0
138650,270.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2018,50,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,5.0,5,,,42.0
138749,360.0,7.0,Yes,Socialdemokratiet - The Social democrats,2015,45,Female,1995,Universitetsbachelor. 1. del af kandidatuddannelse,15.0,5.0,5,,,57.0
138758,60.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1955,50,Female,1940,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,30.0,30,,,53.0
138761,300.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1971,62,Male,1956,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23.0,37.0,41,53000.0,,46.0
138834,420.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1990,,Female,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,37,38000.0,,50.0
138846,20.0,8.0,Yes,Alternativet - The Alternative,1984,50,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,36000.0,,55.0
138878,300.0,10.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1989,Never too young,Female,1967,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,25.0,40,26000.0,30000.0,59.0
138910,450.0,7.0,Yes,Alternativet - The Alternative,1982,60,Female,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",36.0,35.0,35,26500.0,,53.0
138933,,6.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1957,Never too young,Female,1939,Folkeskole 6.-8. klasse,40.0,,,,,46.0
138992,150.0,10.0,Yes,Socialdemokratiet - The Social democrats,1978,70,Male,1960,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,39,28000.0,45000.0,49.0
139028,180.0,5.0,Not eligible to vote,,2009,Never too young,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16.0,48.0,48,35000.0,,66.0
139040,,6.0,Yes,Dansk Folkeparti - Danish People's Party,2013,62,Male,1993,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,40.0,40,26000.0,40000.0,49.0
139044,120.0,6.0,Yes,,1973,Never too young,Female,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,21.0,21,,,93.0
139061,,6.0,Yes,Dansk Folkeparti - Danish People's Party,1953,40,Male,1938,Folkeskole 6.-8. klasse,9.0,37.0,45,,,57.0
139144,240.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party","Still in parental home, never left 2 months",30,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15.0,25.0,38,,,64.0
139235,60.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1955,50,Female,1938,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13.0,37.0,37,,,613.0
139281,1.0,5.0,Yes,,1979,55,Male,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",38.0,37.0,37,30000.0,40000.0,53.0
139291,60.0,,No,,2012,55,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,26000.0,,57.0
139292,900.0,10.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1992,Never too young,Male,1973,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,40,52000.0,,49.0
139298,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,60,Female,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,,,49.0
139482,480.0,8.0,Yes,Det Konservative Folkeparti - Conservative People's Party,2014,Never too young,Male,1991,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,33000.0,,43.0
139504,35.0,6.0,Not eligible to vote,,1980,40,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,,,48.0
139546,180.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1977,60,Male,1957,Universitetsbachelor. 1. del af kandidatuddannelse,18.0,38.0,38,46000.0,,74.0
139560,720.0,10.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1994,60,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",22.0,37.0,45,47000.0,,45.0
139592,30.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1974,60,Male,1951,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,37.0,45,66500.0,,53.0
139612,366.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1961,65,Female,1944,Folkeskole 6.-8. klasse,7.0,37.0,37,,,106.0
139638,,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1944,60,Male,1930,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,42,,,83.0
139814,60.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1967,65,Female,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3.0,38.0,40,,,55.0
139829,510.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,60,Male,1967,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13.0,39.0,45,55000.0,,49.0
140091,180.0,8.0,Yes,Socialdemokratiet - The Social democrats,1961,60,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,20.0,22,,,87.0
140234,600.0,9.0,Yes,Socialdemokratiet - The Social democrats,1980,60,Male,1961,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21.0,37.0,40,48000.0,55000.0,40.0
140312,300.0,9.0,Yes,Socialdemokratiet - The Social democrats,2009,50,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17.0,37.0,42,,,61.0
140321,540.0,8.0,Yes,Liberal Alliance - Liberal Alliance,2010,55,Male,1994,Universitetsbachelor. 1. del af kandidatuddannelse,17.0,,18,,,60.0
